TipoAlimento,Alimento,provincia,periodo,temperatura,Ventas
Frutas,Banana,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp1_below_14,ventasMinimas
Frutas,Banana,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp3_17_22,ventasMinimas
Frutas,Banana,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp2_14_17,ventasMinimas
Frutas,Banana,Buenos Aires,Otoño,temp1_below_14,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp1_below_14,ventasModeradas
Frutas,Banana,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,CABA,Otoño,temp1_below_14,ventasModeradas
Frutas,Banana,CABA,Otoño,temp4_22_up,ventasMayor
Frutas,Banana,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Banana,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,CABA,Otoño,temp1_below_14,ventasModeradas
Frutas,Banana,CABA,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,CABA,Otoño,temp4_22_up,ventasMayor
Frutas,Banana,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Banana,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,CABA,Otoño,temp1_below_14,ventasModeradas
Frutas,Banana,CABA,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Banana,CABA,Otoño,temp3_17_22,ventasMayor
Frutas,Banana,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Banana,NEUQUEN,Otoño,temp1_below_14,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp3_17_22,ventasMinimas
Frutas,Banana,NEUQUEN,Otoño,temp2_14_17,ventasMinimas
Frutas,Banana,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp2_14_17,ventasMinimas
Frutas,Banana,NEUQUEN,Otoño,temp1_below_14,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp2_14_17,ventasMinimas
Frutas,Banana,NEUQUEN,Otoño,temp1_below_14,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp1_below_14,ventasMinimas
Frutas,Banana,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp3_17_22,ventasMinimas
Frutas,Banana,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp1_below_14,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp2_14_17,ventasMinimas
Frutas,Banana,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Banana,TUCUMAN,Otoño,temp1_below_14,ventasMinimas
Frutas,Banana,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp3_17_22,ventasMinimas
Frutas,Frutillas,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp1_below_14,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp1_below_14,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp2_14_17,ventasMinimas
Frutas,Frutillas,Buenos Aires,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp2_14_17,ventasMinimas
Frutas,Frutillas,Buenos Aires,Otoño,temp1_below_14,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,CABA,Otoño,temp1_below_14,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp4_22_up,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp3_17_22,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp1_below_14,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp4_22_up,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp3_17_22,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,CABA,Otoño,temp3_17_22,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp1_below_14,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,CABA,Otoño,temp4_22_up,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp1_below_14,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp4_22_up,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp3_17_22,ventasMayor
Frutas,Frutillas,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Frutillas,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp4_22_up,ventasMinimas
Frutas,Frutillas,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp3_17_22,ventasMinimas
Frutas,Frutillas,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp1_below_14,ventasMinimas
Frutas,Frutillas,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp3_17_22,ventasMinimas
Frutas,Frutillas,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp1_below_14,ventasModeradas
Frutas,Frutillas,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp3_17_22,ventasMinimas
Frutas,Frutillas,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp3_17_22,ventasMinimas
Frutas,Frutillas,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp1_below_14,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp1_below_14,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp2_14_17,ventasMinimas
Frutas,Frutillas,TUCUMAN,Otoño,temp1_below_14,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp2_14_17,ventasMinimas
Frutas,Frutillas,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Frutillas,TUCUMAN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp4_22_up,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp4_22_up,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp4_22_up,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp4_22_up,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Naranja jugo,Buenos Aires,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp4_22_up,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp4_22_up,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp4_22_up,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp4_22_up,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,CABA,Otoño,temp4_22_up,ventasModeradas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp4_22_up,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp4_22_up,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,NEUQUEN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp4_22_up,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp4_22_up,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp1_below_14,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp4_22_up,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp2_14_17,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp1_below_14,ventasModeradas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp4_22_up,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp3_17_22,ventasMinimas
Frutas,Naranja jugo,TUCUMAN,Otoño,temp2_14_17,ventasMinimas
Frutas,Manzana roja,Buenos Aires,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp1_below_14,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp4_22_up,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp4_22_up,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp1_below_14,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp4_22_up,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp1_below_14,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp4_22_up,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp1_below_14,ventasMayor
Frutas,Manzana roja,Buenos Aires,Otoño,temp4_22_up,ventasModeradas
Frutas,Manzana roja,CABA,Otoño,temp4_22_up,ventasModeradas
Frutas,Manzana roja,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp1_below_14,ventasModeradas
Frutas,Manzana roja,CABA,Otoño,temp4_22_up,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Manzana roja,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Manzana roja,CABA,Otoño,temp1_below_14,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp4_22_up,ventasModeradas
Frutas,Manzana roja,CABA,Otoño,temp3_17_22,ventasModeradas
Frutas,Manzana roja,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp1_below_14,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp4_22_up,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp4_22_up,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,CABA,Otoño,temp2_14_17,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp1_below_14,ventasMinimas
Frutas,Manzana roja,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp4_22_up,ventasMinimas
Frutas,Manzana roja,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp2_14_17,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp1_below_14,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp4_22_up,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp3_17_22,ventasModeradas
Frutas,Manzana roja,NEUQUEN,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Otoño,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp1_below_14,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Otoño,temp4_22_up,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp1_below_14,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Otoño,temp4_22_up,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp3_17_22,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Otoño,temp2_14_17,ventasModeradas
Frutas,Manzana roja,TUCUMAN,Otoño,temp3_17_22,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp2_14_17,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp1_below_14,ventasMayor
Frutas,Manzana roja,TUCUMAN,Otoño,temp4_22_up,ventasModeradas
Verduras,Ajo,Buenos Aires,Otoño,temp3_17_22,ventasMayor
Verduras,Ajo,Buenos Aires,Otoño,temp2_14_17,ventasMayor
Verduras,Ajo,Buenos Aires,Otoño,temp3_17_22,ventasMayor
Verduras,Ajo,Buenos Aires,Otoño,temp2_14_17,ventasMayor
Verduras,Ajo,Buenos Aires,Otoño,temp1_below_14,ventasMayor
Verduras,Ajo,Buenos Aires,Otoño,temp4_22_up,ventasMayor
Verduras,Ajo,Buenos Aires,Otoño,temp4_22_up,ventasMayor
Verduras,Ajo,Buenos Aires,Otoño,temp2_14_17,ventasMayor
